word,normalized_word,dataset,original_label,video_path,original_filename,signer,split,fps,resolution,duration,license,paper,repository,download_url,sha256,phash,quality_score,duplicate_status,review_status
you,you,ISL500,you,ISL_DATASET\you\you__ISL500__00296__You__000001.mp4,You__000001.mp4,User008,,30.0,854x480,2.933333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,19a51259d6473ed775cf1f111693c17a35177a9d59f03d9a2145cbe70321d644,f7f7f7f7e3c3c1c1,1.0,unique,accepted
drink,drink,ISL500,drink,ISL_DATASET\drink\drink__ISL500__00297__Drink__000001.mp4,Drink__000001.mp4,User009,,30.0,854x480,4.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,70ce12ddcac6fb7bda057cb5ce891d605be74cd5c44cf680b8d538494173bd57,e7e7e7e7c3c3c3c3,1.0,unique,accepted
eat,eat,ISL500,eat,ISL_DATASET\eat\eat__ISL500__00298__Eat__000001.mp4,Eat__000001.mp4,User009,,30.0,854x480,3.733333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,2ae06df36d141948efb764e7cbf6c1f837de0052a17507b2fd9aef75abc5497d,e7e7e7e7c3c3e3c3,1.0,unique,accepted
father,father,ISL500,father,ISL_DATASET\father\father__ISL500__00299__Father__000001.mp4,Father__000001.mp4,User009,,30.0,854x480,5.3,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,86caf8322ff3452d63929fa1cd0cd555f3d84a2dfaa2a40e6ffd4c8c218547ad,f3f3f7e7e3c3c3c3,1.0,unique,accepted
food,food,ISL500,food,ISL_DATASET\food\food__ISL500__00300__Food__000001.mp4,Food__000001.mp4,User009,,30.0,854x480,5.266667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,4986ff378233196663c2ad412db4517593f465a7a8f6786913dc9e47f7d30958,e7e7f7e7e3c3e3e3,1.0,unique,accepted
friend,friend,ISL500,friend,ISL_DATASET\friend\friend__ISL500__00301__Friend__000001.mp4,Friend__000001.mp4,User009,,30.0,854x480,3.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,404a8c8bd173e236d09606dc9aa82b54664f4a688ac3092fb553e1b656ca3cd7,e7e7e7e7c3c3c3c3,1.0,unique,accepted
go,go,ISL500,go,ISL_DATASET\go\go__ISL500__00302__Go__000001.mp4,Go__000001.mp4,User009,,30.0,854x480,4.6,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,6bb3102f71fb1f535fe03082ae5e7a19b02bc838aafffca7ff44f2fb98896a97,e7e7e7e7c3c3c3c3,1.0,unique,accepted
hello,hello,ISL500,hello,ISL_DATASET\hello\hello__ISL500__00303__Hello__000001.mp4,Hello__000001.mp4,User009,,30.0,854x480,4.433333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,4be687e3f1a7981c7f440436c4abffbc2ede4244caa4ac336f53835e571f267b,f3f3f7e3e3c1c1c3,1.0,unique,accepted
help,help,ISL500,help,ISL_DATASET\help\help__ISL500__00304__Help__000001.mp4,Help__000001.mp4,User009,,30.0,854x480,4.266667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,3d037a740faebb1b8d91b793cbb4164611f87aa3474045de28ef4e8f06bbbada,e7e7e7e3c3c3c3c1,1.0,unique,accepted
he,he,ISL500,he,ISL_DATASET\he\he__ISL500__00305__He__000001.mp4,He__000001.mp4,User009,,30.0,854x480,3.9,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,65f2675221bad044d791ca206c4210df36b92fcdedd64b14552ebbb799c51454,f7e7f7f7e3c3c3c3,1.0,unique,accepted
market,market,ISL500,market,ISL_DATASET\market\market__ISL500__00306__Market__000001.mp4,Market__000001.mp4,User009,,30.0,854x480,4.7,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,a23312632091bd6fc3f36e63d0c90dcd297622cfe91a607e28675ef7daa5413e,e7e7e7e7c3c3c3c3,1.0,unique,accepted
mother,mother,ISL500,mother,ISL_DATASET\mother\mother__ISL500__00307__Mother__000001.mp4,Mother__000001.mp4,User009,,30.0,854x480,3.933333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,fad2c416be66dc862cc2662d81a69508cb1e01c61db6917ee755411ef8ef5567,e7e7e7e7c7c38383,1.0,unique,accepted
no,no,ISL500,no,ISL_DATASET\no\no__ISL500__00308__No__000001.mp4,No__000001.mp4,User009,,30.0,854x480,3.8,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,363c7f4aaf70855aaf4aeea185ffd4bd1fc49245399d7ce14dfcf66b8e5ecb21,e7e7e7e7c7c38383,1.0,unique,accepted
please,please,ISL500,please,ISL_DATASET\please\please__ISL500__00309__Please__000001.mp4,Please__000001.mp4,User009,,30.0,854x480,3.9,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,720c874f6745dee5d9641bc6cd1c6978f2c5b4409ea82aa38f75f25c8993563e,e7e7e7e7c3c3c3c3,1.0,unique,accepted
school,school,ISL500,school,ISL_DATASET\school\school__ISL500__00310__School__000001.mp4,School__000001.mp4,User009,,30.0,854x480,4.533333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ce630e56b3b40187638eb9b9397b0490dc2230c77abff50298f40c2a84002441,e7e7e7e3c3c3c3c3,1.0,unique,accepted
she,she,ISL500,she,ISL_DATASET\she\she__ISL500__00311__She__000001.mp4,She__000001.mp4,User009,,30.0,854x480,3.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ef8576bdc040021480fa0acf29adbe6bc89229072f6746fabc6ef54c4c065bd3,e7f7f7e7e3c3c1c1,1.0,unique,accepted
sister,sister,ISL500,sister,ISL_DATASET\sister\sister__ISL500__00312__Sister__000001.mp4,Sister__000001.mp4,User009,,30.0,854x480,4.233333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5b5d9d5a0c3a43fa4287d30040849c051edccae9e754cb1dcd9e3ff16073878e,e7f7f7f763430183,1.0,unique,accepted
sit,sit,ISL500,sit,ISL_DATASET\sit\sit__ISL500__00313__Sit__000001.mp4,Sit__000001.mp4,User009,,30.0,854x480,4.366667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,c90ae6f047831d1682d56bb2e5110959e750d8f6d27e8fa4e472427c03bfa8e8,e7e7e7c3c3c3c3c3,1.0,unique,accepted
student,student,ISL500,student,ISL_DATASET\student\student__ISL500__00314__Student__000001.mp4,Student__000001.mp4,User009,,30.0,854x480,3.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,53fce623a708c18bcbf3fb90ef9d3c40c1efbcd03bc63f8a60b6aa9738034f93,f7f7f7f7e3e1c1c1,1.0,unique,accepted
teacher,teacher,ISL500,teacher,ISL_DATASET\teacher\teacher__ISL500__00315__Teacher__000001.mp4,Teacher__000001.mp4,User009,,30.0,854x480,3.733333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ac7b55ee26252b4224b13613d63f72679fdb6c2854ae94fcdf06f9b64aa26b23,e7e7e7e7c3c3c3c3,1.0,unique,accepted
tea,tea,ISL500,tea,ISL_DATASET\tea\tea__ISL500__00316__Tea__000001.mp4,Tea__000001.mp4,User009,,30.0,854x480,4.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,43366c4600ca1ef19f0db3184c9121bf861eac0de9c0894bc2142103860e5ad8,e7e7f7e7c381a3e3,1.0,unique,accepted
thank you,thank you,ISL500,thank you,ISL_DATASET\thank_you\thank_you__ISL500__00317__Thankyou__000001.mp4,Thankyou__000001.mp4,User009,,30.0,854x480,3.966667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,3e887305626813cbb459d4586b512e8a6a43a782e97b12cd1ae149e42c202748,cfefefefc7838383,1.0,unique,accepted
today,today,ISL500,today,ISL_DATASET\today\today__ISL500__00318__Today__000001.mp4,Today__000001.mp4,User009,,30.0,854x480,4.7,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,48845541ea976a105ecd1026f3d25a7c0131f53ff84fc67fbb8e84fd82dbeb25,e7e7f7e3c3c3c3c3,1.0,unique,accepted
water,water,ISL500,water,ISL_DATASET\water\water__ISL500__00319__Water__000001.mp4,Water__000001.mp4,User009,,30.0,854x480,3.3,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,c15d39d35af4781ca28bec8a3f033fa25adb7df3438568514f92842f8fadc42b,e7e7e7c7c3c38381,1.0,unique,accepted
what,what,ISL500,what,ISL_DATASET\what\what__ISL500__00320__What__000001.mp4,What__000001.mp4,User009,,30.0,854x480,3.233333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,039a8c9fb864361f10f60d6ce6aefc994ed0cf2e32809a4e3173fd933300468e,eeeeeeeec2c2c080,1.0,unique,accepted
where,where,ISL500,where,ISL_DATASET\where\where__ISL500__00321__Where__000001.mp4,Where__000001.mp4,User009,,30.0,854x480,3.166667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,92bb96cc6534b42180f5ed95a824c49ab73577a37b8f74b4418042a52798dcef,e7efefefc3c3c3c3,1.0,unique,accepted
yes,yes,ISL500,yes,ISL_DATASET\yes\yes__ISL500__00322__Yes__000001.mp4,Yes__000001.mp4,User009,,30.0,854x480,4.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,82e3d7bfd305147da7f5854f27f2a4f3ab17e96d41a69fcf44fc940d659eedda,f7e7f7f7e3c1e3c3,1.0,unique,accepted
you,you,ISL500,you,ISL_DATASET\you\you__ISL500__00323__You__000001.mp4,You__000001.mp4,User009,,30.0,854x480,3.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,85fa48ef5f90273cf71703e62af5f12b4fbda43c5fef40e7f9373930f8ca30d3,e7e7e7e7c7c3c3c3,1.0,unique,accepted
drink,drink,ISL500,drink,ISL_DATASET\drink\drink__ISL500__00324__Drink__000001.mp4,Drink__000001.mp4,User010,,30.0,854x480,5.133333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,755f3d6ba13f58b4b44fac4b957c23fd7f4f41dbd43392f856f02138056157af,f7f7f7e7e3c3c1c1,1.0,unique,accepted
eat,eat,ISL500,eat,ISL_DATASET\eat\eat__ISL500__00325__Eat__000001.mp4,Eat__000001.mp4,User010,,30.0,854x480,5.0,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ad7a6963a5c7736534483f8ee3448c2171abf35dbd27e1ce1cc28bac1dd2ffec,f7f7f7f7e3c3c1c1,1.0,unique,accepted
father,father,ISL500,father,ISL_DATASET\father\father__ISL500__00326__Father__000001.mp4,Father__000001.mp4,User010,,30.0,854x480,4.866667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,2fd67305f874a6e32fe6c89f3b0d4ba3603c8f6324f0823fad3b9c68755963a7,f7f7f7e7c3c3c1c1,1.0,unique,accepted
food,food,ISL500,food,ISL_DATASET\food\food__ISL500__00327__Food__000001.mp4,Food__000001.mp4,User010,,30.0,854x480,3.966667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,fcb8404386d9282be043fce6a36e2d62c19145b03bc364c0213465ce5185905c,f7f7f7e7e3c3c3c1,1.0,unique,accepted
friend,friend,ISL500,friend,ISL_DATASET\friend\friend__ISL500__00328__Friend__000001.mp4,Friend__000001.mp4,User010,,30.0,854x480,4.7,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,14aa586c59610eaf711355857c3e8b31c6d5c1580ba8768e56309a07ed54f6ef,f7f7f7e7c3c3c1c1,1.0,unique,accepted
go,go,ISL500,go,ISL_DATASET\go\go__ISL500__00329__Go__000001.mp4,Go__000001.mp4,User010,,30.0,854x480,4.166667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ff871c4856c9c0a0cb24de6b42d540fc590479fa3fbb590ea235e1f7942cca4a,f7f7f7f7e3c3c1c0,1.0,unique,accepted
hello,hello,ISL500,hello,ISL_DATASET\hello\hello__ISL500__00330__Hello__000001.mp4,Hello__000001.mp4,User010,,30.0,854x480,5.066667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,aa4537f7ef746695aa67766795fc833e75dd44291574e83ee37453f9e67c6821,f7f7f7e7c3c38181,1.0,unique,accepted
help,help,ISL500,help,ISL_DATASET\help\help__ISL500__00331__Help__000001.mp4,Help__000001.mp4,User010,,30.0,854x480,4.533333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,a2da739ca121e59944444c23a890787a9029136f625f713556c061785b6a5f65,f7f7f7e3c3c18181,1.0,unique,accepted
he,he,ISL500,he,ISL_DATASET\he\he__ISL500__00332__He__000001.mp4,He__000001.mp4,User010,,30.0,854x480,4.7,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,a248e742cdef2f4386bc7ef4c9e2b95961e89284837f869b812f1c3d54b1254b,f7e7e7e7c3c3c383,1.0,unique,accepted
market,market,ISL500,market,ISL_DATASET\market\market__ISL500__00333__Market__000001.mp4,Market__000001.mp4,User010,,30.0,854x480,4.633333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5995e27e1e8948071a9811db78dae2f9982ac79b019921542d9034e0b59a6c15,f7f7f7e7c3c3c181,1.0,unique,accepted
mother,mother,ISL500,mother,ISL_DATASET\mother\mother__ISL500__00334__Mother__000001.mp4,Mother__000001.mp4,User010,,30.0,854x480,5.3,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,02f22b4df024f9793a64d574cfccfded96414b284c0e39b69350460481664fb4,f7f7f7f7e3c3c181,1.0,unique,accepted
no,no,ISL500,no,ISL_DATASET\no\no__ISL500__00335__No__000001.mp4,No__000001.mp4,User010,,30.0,854x480,5.233333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,3e8a2970e7d9cf0de143efe4d43194b6659e81434993744fa99309691345439c,f7f7f7f7e3c3c380,1.0,unique,accepted
please,please,ISL500,please,ISL_DATASET\please\please__ISL500__00336__Please__000001.mp4,Please__000001.mp4,User010,,30.0,854x480,5.7,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,bbe70bfe0606c4c4d9053ea374cbdfe4b4682ef19ac4f79376357307086e1993,f7f7f7e7c3c3c3c0,1.0,unique,accepted
school,school,ISL500,school,ISL_DATASET\school\school__ISL500__00337__School__000001.mp4,School__000001.mp4,User010,,30.0,854x480,5.0,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d595126be580bded20ed5a9f29575d63b5c49f8f7954bff61a04a50ff33d18e9,f7f7f7e7c3c3c180,1.0,unique,accepted
she,she,ISL500,she,ISL_DATASET\she\she__ISL500__00338__She__000001.mp4,She__000001.mp4,User010,,30.0,854x480,5.266667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,05d07572f98c06cbc72ff71cf7c59047455971a1a4fe9266e7a3281c480bf0e6,f7f7f7e7e3c3c1c0,1.0,unique,accepted
sister,sister,ISL500,sister,ISL_DATASET\sister\sister__ISL500__00339__Sister__000001.mp4,Sister__000001.mp4,User010,,30.0,854x480,5.1,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,e295c0ba993c303bf3743a269af47bb934642007ca28d4197c5569ccc89933dd,fff7f7f7c3838181,1.0,unique,accepted
sit,sit,ISL500,sit,ISL_DATASET\sit\sit__ISL500__00340__Sit__000001.mp4,Sit__000001.mp4,User010,,30.0,854x480,5.5,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,77f057f801ca6a73d051da100034f17df3573079ad32a81bc6a81ea644c10b8d,f7f7f7f7e3c3c180,1.0,unique,accepted
student,student,ISL500,student,ISL_DATASET\student\student__ISL500__00341__Student__000001.mp4,Student__000001.mp4,User010,,30.0,854x480,5.233333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,cfa74b02982ec4ee8470c1e8f730995e157bbec9775b0d170781667535abae3a,f7f7f7f7c3c3c1c1,1.0,unique,accepted
teacher,teacher,ISL500,teacher,ISL_DATASET\teacher\teacher__ISL500__00342__Teacher__000001.mp4,Teacher__000001.mp4,User010,,30.0,854x480,4.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,0815b12c41f5964be1421d70d1ae4f6353586688b7de40f39579972fe742dc0b,f7f7f7f7c3c3c3c0,1.0,unique,accepted
tea,tea,ISL500,tea,ISL_DATASET\tea\tea__ISL500__00343__Tea__000001.mp4,Tea__000001.mp4,User010,,30.0,854x480,4.233333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,93d4e80dfe48134b71b87441b93c026701a61289a203106b46bf968088e07385,f7f7f7e7c3c38181,1.0,unique,accepted
thank you,thank you,ISL500,thank you,ISL_DATASET\thank_you\thank_you__ISL500__00344__Thankyou__000001.mp4,Thankyou__000001.mp4,User010,,30.0,854x480,4.533333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,cc875d695aa65d731419dca7442590dfda57f9b48dc3abd500e1f668d3ec88f0,e7f7f7e7c3c3c3c1,1.0,unique,accepted
today,today,ISL500,today,ISL_DATASET\today\today__ISL500__00345__Today__000001.mp4,Today__000001.mp4,User010,,30.0,854x480,4.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,f07864d046ef3ae194643adc06a019325362d560b24f56b583e2ad7416361f05,f7f7f7f7c3838181,1.0,unique,accepted
water,water,ISL500,water,ISL_DATASET\water\water__ISL500__00346__Water__000001.mp4,Water__000001.mp4,User010,,30.0,854x480,4.533333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ae369abc3b7146573cc2a5dfd988d7505208e68371e4c0ab8498ac233f87fd92,f7f7f7e7c3c3c180,1.0,unique,accepted
what,what,ISL500,what,ISL_DATASET\what\what__ISL500__00347__What__000001.mp4,What__000001.mp4,User010,,30.0,854x480,4.366667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,da4d28618e818391f26795fbfce1110483aabf30bc60ff47c2df8b0c790fea17,f7f7f7e7c3c3c1c0,1.0,unique,accepted
where,where,ISL500,where,ISL_DATASET\where\where__ISL500__00348__Where__000001.mp4,Where__000001.mp4,User010,,30.0,854x480,4.666667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,b6242e7a76df4ad921ebcd1fec2a9a3fd232881d39f9ba05ea0d57d6d84d3d07,f7f7f7e7c3c3c180,1.0,unique,accepted
yes,yes,ISL500,yes,ISL_DATASET\yes\yes__ISL500__00349__Yes__000001.mp4,Yes__000001.mp4,User010,,30.0,854x480,4.833333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,5bcea68d9dd41eccc1f80b1f07afdd68726498efd926ae4d298c7b88451f3314,f7f7f7f7c3c3c181,1.0,unique,accepted
you,you,ISL500,you,ISL_DATASET\you\you__ISL500__00350__You__000001.mp4,You__000001.mp4,User010,,30.0,854x480,4.2,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,bb79a7a40775e31d18a0c9f1b090c0a3d21f2bb884f3b12652f81b367cd12921,f7f7f7e7c3c3c1c0,1.0,unique,accepted
drink,drink,ISL500,drink,ISL_DATASET\drink\drink__ISL500__00351__Drink__session142__clip028.mp4,Drink__session142__clip028.mp4,User011,,30.0,854x480,3.466667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,b556e12c51d973c1c3f4154b75d4621889524aba6b2d840c55f9d55aa4cc16ff,e6f6e6f0e0c0f0e0,1.0,unique,accepted
eat,eat,ISL500,eat,ISL_DATASET\eat\eat__ISL500__00352__Eat__session257__clip013.mp4,Eat__session257__clip013.mp4,User011,,30.0,854x480,2.933333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,adb12a54be3d178d533bd5e1d6daba867210d800edbe7583813c1744f72cea8e,e7f7e7e3c3c3c3c3,1.0,unique,accepted
father,father,ISL500,father,ISL_DATASET\father\father__ISL500__00353__Father__session195__clip013.mp4,Father__session195__clip013.mp4,User011,,30.0,854x480,3.366667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,6f8563609f2770fc70162eb6b7681c6b1e3cc4054c0f69a28f490609fb206d80,e4f6f6f2f2e2e0e0,1.0,unique,accepted
food,food,ISL500,food,ISL_DATASET\food\food__ISL500__00354__Food__session134__clip000.mp4,Food__session134__clip000.mp4,User011,,30.0,854x480,4.133333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,29cc26209ffc47a099627a10608bfa68c363750cd7c1ba5cde63977f6614d3a6,e4f6e6e0e0c0c0c0,1.0,unique,accepted
friend,friend,ISL500,friend,ISL_DATASET\friend\friend__ISL500__00355__Friend__session182__clip000.mp4,Friend__session182__clip000.mp4,User011,,30.0,854x480,4.233333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d66dd995c4b8c5508576ebd1d3d6865c605a756412804b6c4427de04d505a43e,e6f6e6e2f2d8f0f0,1.0,unique,accepted
go,go,ISL500,go,ISL_DATASET\go\go__ISL500__00356__Go__session178__clip004.mp4,Go__session178__clip004.mp4,User011,,30.0,854x480,3.633333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,8f15e6431b1b0c0b20ac15a4e68d55edcbf4edfc8cfbeb1feed695580b6523ef,e4f6f2f2e0e0e0e0,1.0,unique,accepted
hello,hello,ISL500,hello,ISL_DATASET\hello\hello__ISL500__00357__Hello__session172__clip006.mp4,Hello__session172__clip006.mp4,User011,,30.0,854x480,3.033333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,f96ff07ea28688c43b63267c095863ed317afebc64e2e9ac15ef47b695c101b0,e6e6e6e6f0c0c0c0,1.0,unique,accepted
help,help,ISL500,help,ISL_DATASET\help\help__ISL500__00358__Help__session159__clip001.mp4,Help__session159__clip001.mp4,User011,,30.0,854x480,3.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,dc8c38b3d4249c074d69af2ba6c5b2c683f97812398e12f562d6243775fd64d8,e6f6e6e2f0c0c0e0,1.0,unique,accepted
he,he,ISL500,he,ISL_DATASET\he\he__ISL500__00359__He__session179__clip002.mp4,He__session179__clip002.mp4,User011,,30.0,854x480,3.566667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d9dfba5371226478b540b4ed48d0246c459645cb2c99074fdfffe004742d1d3d,e4f6f2f2e0e0e0e0,1.0,unique,accepted
market,market,ISL500,market,ISL_DATASET\market\market__ISL500__00360__Market__session154__clip005.mp4,Market__session154__clip005.mp4,User011,,30.0,854x480,4.5,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,c3136379131c6578313e3a5afd8ac0faf8ea82515d4cdb7f65653e9461eaf5c9,e6f6e6f4f0c0c0e0,1.0,unique,accepted
mother,mother,ISL500,mother,ISL_DATASET\mother\mother__ISL500__00361__Mother__session153__clip028.mp4,Mother__session153__clip028.mp4,User011,,30.0,854x480,3.8,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,a7ce5cd9fb33bca6d50d353ce7f5a6e178823319d8f2d12dafe934c61645ca6f,e4f6e6f0f0d0f0e0,1.0,unique,accepted
no,no,ISL500,no,ISL_DATASET\no\no__ISL500__00362__No__session179__clip008.mp4,No__session179__clip008.mp4,User011,,30.0,854x480,3.633333,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,d1147dc052e3563b97f1af7ef6cb0db4534978c1378558697bdd4c4536c9f275,e4f6f2f0e0e0e0e0,1.0,unique,accepted
please,please,ISL500,please,ISL_DATASET\please\please__ISL500__00363__Please__session135__clip022.mp4,Please__session135__clip022.mp4,User011,,30.0,854x480,4.166667,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,60e0bebb1dd596dd4315d6e8148ba4917a272e8220bc6ffbb764c3b04da6f941,e4f6e6f2e2c0e0e0,1.0,unique,accepted
school,school,ISL500,school,ISL_DATASET\school\school__ISL500__00364__School__session141__clip003.mp4,School__session141__clip003.mp4,User011,,30.0,854x480,4.4,see HF card,,https://huggingface.co/datasets/ISL500/ISL-DATA,https://huggingface.co/datasets/ISL500/ISL-DATA,ac53875cc376cc33a8abaef7ae341e05fea53720d6ebec93a0ddf9f936a43b43,e4f6e6f2f0c0c0e0,1.0,unique,accepted
